База данных обычного бетона — Normal Concrete ML Dataset;;;;;;;;;;;
Всего строк: 2412  |  Оба таргета (Slump+CS): 873  |  Только CS_28d: 1539  |  Источники: UCI Slump Test (Yeh,2007), Mendeley Guangxi (2022), UCI CS (Yeh,1998), Лист6;;;;;;;;;;;
Цемент (кг/м³);Шлак BFS (кг/м³);Зола-унос (кг/м³);Микрокремнезём (кг/м³);Вода (кг/м³);Суперпластификатор (кг/м³);ЩебеньКрупный заполнитель (кг/м³);Песок Мелкий заполнитель (кг/м³);Возраст (дней);Осадка конуса (мм)  ← ТАРГЕТ 1;Прочность CS_28d (МПа)  ← ТАРГЕТ 2;Источник
333,00;0,00;0,00;0,00;192,00;0,00;931,20;842,60;7;;23,4;UCI_Yeh1998_CS_only
289,00;0,00;0,00;0,00;192,00;0,00;913,20;895,30;28;;25,57;UCI_Yeh1998_CS_only
333,00;0,00;0,00;0,00;192,00;0,00;931,20;842,60;90;;41,68;UCI_Yeh1998_CS_only
393,00;0,00;0,00;0,00;192,00;0,00;940,60;785,60;7;;27,74;UCI_Yeh1998_CS_only
255,00;0,00;0,00;0,00;192,00;0,00;889,80;945,00;3;;8,2;UCI_Yeh1998_CS_only
158,80;238,20;0,00;0,00;185,70;0,00;1 040,60;734,30;7;;9,62;UCI_Yeh1998_CS_only
239,60;359,40;0,00;0,00;185,70;0,00;941,60;664,30;7;;25,42;UCI_Yeh1998_CS_only
238,20;158,80;0,00;0,00;185,70;0,00;1 040,60;734,30;7;;15,69;UCI_Yeh1998_CS_only
181,90;272,80;0,00;0,00;185,70;0,00;1 012,40;714,30;28;;27,94;UCI_Yeh1998_CS_only
193,50;290,20;0,00;0,00;185,70;0,00;998,20;704,30;28;;32,63;UCI_Yeh1998_CS_only
255,50;170,30;0,00;0,00;185,70;0,00;1 026,60;724,30;7;;17,24;UCI_Yeh1998_CS_only
272,80;181,90;0,00;0,00;185,70;0,00;1 012,40;714,30;7;;19,77;UCI_Yeh1998_CS_only
239,60;359,40;0,00;0,00;185,70;0,00;941,60;664,30;28;;39,44;UCI_Yeh1998_CS_only
220,80;147,20;0,00;0,00;185,70;0,00;1 055,00;744,30;28;;25,75;UCI_Yeh1998_CS_only
397,00;0,00;0,00;0,00;185,70;0,00;1 040,60;734,30;28;;33,08;UCI_Yeh1998_CS_only
382,50;0,00;0,00;0,00;185,70;0,00;1 047,80;739,30;7;;24,07;UCI_Yeh1998_CS_only
210,70;316,10;0,00;0,00;185,70;0,00;977,00;689,30;7;;21,82;UCI_Yeh1998_CS_only
158,80;238,20;0,00;0,00;185,70;0,00;1 040,60;734,30;28;;21,07;UCI_Yeh1998_CS_only
295,80;0,00;0,00;0,00;185,70;0,00;1 091,40;769,30;7;;14,84;UCI_Yeh1998_CS_only
255,50;170,30;0,00;0,00;185,70;0,00;1 026,60;724,30;28;;32,05;UCI_Yeh1998_CS_only
203,50;135,70;0,00;0,00;185,70;0,00;1 076,20;759,30;7;;11,96;UCI_Yeh1998_CS_only
397,00;0,00;0,00;0,00;185,70;0,00;1 040,60;734,30;7;;25,45;UCI_Yeh1998_CS_only
381,40;0,00;0,00;0,00;185,70;0,00;1 104,60;784,30;28;;22,49;UCI_Yeh1998_CS_only
295,80;0,00;0,00;0,00;185,70;0,00;1 091,40;769,30;28;;25,22;UCI_Yeh1998_CS_only
228,00;342,10;0,00;0,00;185,70;0,00;955,80;674,30;28;;39,7;UCI_Yeh1998_CS_only
220,80;147,20;0,00;0,00;185,70;0,00;1 055,00;744,30;7;;13,09;UCI_Yeh1998_CS_only
316,10;210,70;0,00;0,00;185,70;0,00;977,00;689,30;28;;38,7;UCI_Yeh1998_CS_only
135,70;203,50;0,00;0,00;185,70;0,00;1 076,20;759,30;7;;7,51;UCI_Yeh1998_CS_only
238,10;0,00;0,00;0,00;185,70;0,00;1 118,80;789,30;28;;17,58;UCI_Yeh1998_CS_only
339,20;0,00;0,00;0,00;185,70;0,00;1 069,20;754,30;7;;21,18;UCI_Yeh1998_CS_only
135,70;203,50;0,00;0,00;185,70;0,00;1 076,20;759,30;28;;18,2;UCI_Yeh1998_CS_only
193,50;290,20;0,00;0,00;185,70;0,00;998,20;704,30;7;;17,2;UCI_Yeh1998_CS_only
203,50;135,70;0,00;0,00;185,70;0,00;1 076,20;759,30;28;;22,63;UCI_Yeh1998_CS_only
290,20;193,50;0,00;0,00;185,70;0,00;998,20;704,30;7;;21,86;UCI_Yeh1998_CS_only
181,90;272,80;0,00;0,00;185,70;0,00;1 012,40;714,30;7;;12,37;UCI_Yeh1998_CS_only
170,30;155,50;0,00;0,00;185,70;0,00;1 026,60;724,30;28;;25,73;UCI_Yeh1998_CS_only
210,70;316,10;0,00;0,00;185,70;0,00;977,00;689,30;28;;37,81;UCI_Yeh1998_CS_only
228,00;342,10;0,00;0,00;185,70;0,00;955,80;674,30;7;;21,92;UCI_Yeh1998_CS_only
290,20;193,50;0,00;0,00;185,70;0,00;998,20;704,30;28;;33,04;UCI_Yeh1998_CS_only
381,40;0,00;0,00;0,00;185,70;0,00;1 104,60;784,30;7;;14,54;UCI_Yeh1998_CS_only
238,20;158,80;0,00;0,00;185,70;0,00;1 040,60;734,30;28;;26,91;UCI_Yeh1998_CS_only
186,20;124,10;0,00;0,00;185,70;0,00;1 083,40;764,30;7;;8;UCI_Yeh1998_CS_only
339,20;0,00;0,00;0,00;185,70;0,00;1 069,20;754,30;28;;31,9;UCI_Yeh1998_CS_only
238,10;0,00;0,00;0,00;185,70;0,00;1 118,80;789,30;7;;10,34;UCI_Yeh1998_CS_only
252,50;0,00;0,00;0,00;185,70;0,00;1 111,60;784,30;28;;19,77;UCI_Yeh1998_CS_only
382,50;0,00;0,00;0,00;185,70;0,00;1 047,80;739,30;28;;37,44;UCI_Yeh1998_CS_only
252,50;0,00;0,00;0,00;185,70;0,00;1 111,60;784,30;7;;11,48;UCI_Yeh1998_CS_only
316,10;210,70;0,00;0,00;185,70;0,00;977,00;689,30;7;;24,44;UCI_Yeh1998_CS_only
186,20;124,10;0,00;0,00;185,70;0,00;1 083,40;764,30;28;;17,6;UCI_Yeh1998_CS_only
170,30;155,50;0,00;0,00;185,70;0,00;1 026,60;724,30;7;;10,73;UCI_Yeh1998_CS_only
272,80;181,90;0,00;0,00;185,70;0,00;1 012,40;714,30;28;;31,38;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;3;;13,22;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;7;;20,97;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;14;;27,04;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;28;;32,04;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;90;;35,17;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;180;;36,45;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;197,00;0,00;968,00;781,00;365;;38,89;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;194,00;0,00;968,00;885,00;3;;6,47;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;194,00;0,00;968,00;885,00;14;;12,84;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;194,00;0,00;968,00;885,00;28;;18,42;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;194,00;0,00;968,00;885,00;90;;21,95;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;193,00;0,00;968,00;885,00;180;;24,1;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;193,00;0,00;968,00;885,00;365;;25,08;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;14;;21,26;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;28;;25,97;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;3;;11,36;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;90;;31,25;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;180;;32,33;UCI_Yeh1998_CS_only
277,00;0,00;0,00;0,00;191,00;0,00;968,00;856,00;360;;33,7;UCI_Yeh1998_CS_only
254,00;0,00;0,00;0,00;198,00;0,00;968,00;863,00;3;;9,31;UCI_Yeh1998_CS_only
254,00;0,00;0,00;0,00;198,00;0,00;968,00;863,00;90;;26,94;UCI_Yeh1998_CS_only
254,00;0,00;0,00;0,00;198,00;0,00;968,00;863,00;180;;27,63;UCI_Yeh1998_CS_only
254,00;0,00;0,00;0,00;198,00;0,00;968,00;863,00;365;;29,79;UCI_Yeh1998_CS_only
307,00;0,00;0,00;0,00;193,00;0,00;968,00;812,00;180;;34,49;UCI_Yeh1998_CS_only
307,00;0,00;0,00;0,00;193,00;0,00;968,00;812,00;365;;36,15;UCI_Yeh1998_CS_only
307,00;0,00;0,00;0,00;193,00;0,00;968,00;812,00;3;;12,54;UCI_Yeh1998_CS_only
307,00;0,00;0,00;0,00;193,00;0,00;968,00;812,00;28;;27,53;UCI_Yeh1998_CS_only
307,00;0,00;0,00;0,00;193,00;0,00;968,00;812,00;90;;32,92;UCI_Yeh1998_CS_only
236,00;0,00;0,00;0,00;193,00;0,00;968,00;885,00;7;;9,99;UCI_Yeh1998_CS_only
200,00;0,00;0,00;0,00;180,00;0,00;1 125,00;845,00;7;;7,84;UCI_Yeh1998_CS_only
200,00;0,00;0,00;0,00;180,00;0,00;1 125,00;845,00;28;;12,25;UCI_Yeh1998_CS_only
225,00;0,00;0,00;0,00;181,00;0,00;1 113,00;833,00;7;;11,17;UCI_Yeh1998_CS_only
225,00;0,00;0,00;0,00;181,00;0,00;1 113,00;833,00;28;;17,34;UCI_Yeh1998_CS_only
325,00;0,00;0,00;0,00;184,00;0,00;1 063,00;783,00;7;;17,54;UCI_Yeh1998_CS_only
325,00;0,00;0,00;0,00;184,00;0,00;1 063,00;783,00;28;;30,57;UCI_Yeh1998_CS_only
275,00;0,00;0,00;0,00;183,00;0,00;1 088,00;808,00;7;;14,2;UCI_Yeh1998_CS_only
275,00;0,00;0,00;0,00;183,00;0,00;1 088,00;808,00;28;;24,5;UCI_Yeh1998_CS_only
300,00;0,00;0,00;0,00;184,00;0,00;1 075,00;795,00;7;;15,58;UCI_Yeh1998_CS_only
300,00;0,00;0,00;0,00;184,00;0,00;1 075,00;795,00;28;;26,85;UCI_Yeh1998_CS_only
375,00;0,00;0,00;0,00;186,00;0,00;1 038,00;758,00;7;;26,06;UCI_Yeh1998_CS_only
375,00;0,00;0,00;0,00;186,00;0,00;1 038,00;758,00;28;;38,21;UCI_Yeh1998_CS_only
400,00;0,00;0,00;0,00;187,00;0,00;1 025,00;745,00;28;;43,7;UCI_Yeh1998_CS_only
400,00;0,00;0,00;0,00;187,00;0,00;1 025,00;745,00;7;;30,14;UCI_Yeh1998_CS_only
250,00;0,00;0,00;0,00;182,00;0,00;1 100,00;820,00;7;;12,73;UCI_Yeh1998_CS_only
250,00;0,00;0,00;0,00;182,00;0,00;1 100,00;820,00;28;;20,87;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;186,00;0,00;1 050,00;770,00;7;;20,28;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;186,00;0,00;1 050,00;770,00;28;;34,29;UCI_Yeh1998_CS_only
203,50;305,30;0,00;0,00;203,50;0,00;963,40;630,00;7;;19,54;UCI_Yeh1998_CS_only
250,20;166,80;0,00;0,00;203,50;0,00;977,60;694,10;90;;47,71;UCI_Yeh1998_CS_only
157,00;236,00;0,00;0,00;192,00;0,00;935,40;781,20;90;;43,38;UCI_Yeh1998_CS_only
141,30;212,00;0,00;0,00;203,50;0,00;971,80;748,50;28;;29,89;UCI_Yeh1998_CS_only
166,80;250,20;0,00;0,00;203,50;0,00;975,60;692,60;3;;6,9;UCI_Yeh1998_CS_only
122,60;183,90;0,00;0,00;203,50;0,00;958,20;800,10;90;;33,19;UCI_Yeh1998_CS_only
183,90;122,60;0,00;0,00;203,50;0,00;959,20;800,00;3;;4,9;UCI_Yeh1998_CS_only
102,00;153,00;0,00;0,00;192,00;0,00;887,00;942,00;3;;4,57;UCI_Yeh1998_CS_only
102,00;153,00;0,00;0,00;192,00;0,00;887,00;942,00;90;;25,46;UCI_Yeh1998_CS_only
122,60;183,90;0,00;0,00;203,50;0,00;958,20;800,10;28;;24,29;UCI_Yeh1998_CS_only
166,80;250,20;0,00;0,00;203,50;0,00;975,60;692,60;28;;33,95;UCI_Yeh1998_CS_only
200,00;133,00;0,00;0,00;192,00;0,00;965,40;806,20;3;;11,41;UCI_Yeh1998_CS_only
108,30;162,40;0,00;0,00;203,50;0,00;938,20;849,00;28;;20,59;UCI_Yeh1998_CS_only
305,30;203,50;0,00;0,00;203,50;0,00;965,40;631,00;7;;25,89;UCI_Yeh1998_CS_only
108,30;162,40;0,00;0,00;203,50;0,00;938,20;849,00;90;;29,23;UCI_Yeh1998_CS_only
116,00;173,00;0,00;0,00;192,00;0,00;909,80;891,90;90;;31,02;UCI_Yeh1998_CS_only
141,30;212,00;0,00;0,00;203,50;0,00;971,80;748,50;7;;10,39;UCI_Yeh1998_CS_only
157,00;236,00;0,00;0,00;192,00;0,00;935,40;781,20;28;;33,66;UCI_Yeh1998_CS_only
133,00;200,00;0,00;0,00;192,00;0,00;927,40;839,20;28;;27,87;UCI_Yeh1998_CS_only
250,20;166,80;0,00;0,00;203,50;0,00;977,60;694,10;7;;19,35;UCI_Yeh1998_CS_only
173,00;116,00;0,00;0,00;192,00;0,00;946,80;856,80;7;;11,39;UCI_Yeh1998_CS_only
192,00;288,00;0,00;0,00;192,00;0,00;929,80;716,10;3;;12,79;UCI_Yeh1998_CS_only
192,00;288,00;0,00;0,00;192,00;0,00;929,80;716,10;28;;39,32;UCI_Yeh1998_CS_only
153,00;102,00;0,00;0,00;192,00;0,00;888,00;943,10;3;;4,78;UCI_Yeh1998_CS_only
288,00;192,00;0,00;0,00;192,00;0,00;932,00;717,80;3;;16,11;UCI_Yeh1998_CS_only
305,30;203,50;0,00;0,00;203,50;0,00;965,40;631,00;28;;43,38;UCI_Yeh1998_CS_only
236,00;157,00;0,00;0,00;192,00;0,00;972,60;749,10;7;;20,42;UCI_Yeh1998_CS_only
173,00;116,00;0,00;0,00;192,00;0,00;946,80;856,80;3;;6,94;UCI_Yeh1998_CS_only
212,00;141,30;0,00;0,00;203,50;0,00;973,40;750,00;7;;15,03;UCI_Yeh1998_CS_only
236,00;157,00;0,00;0,00;192,00;0,00;972,60;749,10;3;;13,57;UCI_Yeh1998_CS_only
183,90;122,60;0,00;0,00;203,50;0,00;959,20;800,00;90;;32,53;UCI_Yeh1998_CS_only
166,80;250,20;0,00;0,00;203,50;0,00;975,60;692,60;7;;15,75;UCI_Yeh1998_CS_only
102,00;153,00;0,00;0,00;192,00;0,00;887,00;942,00;7;;7,68;UCI_Yeh1998_CS_only
288,00;192,00;0,00;0,00;192,00;0,00;932,00;717,80;28;;38,8;UCI_Yeh1998_CS_only
212,00;141,30;0,00;0,00;203,50;0,00;973,40;750,00;28;;33;UCI_Yeh1998_CS_only
102,00;153,00;0,00;0,00;192,00;0,00;887,00;942,00;28;;17,28;UCI_Yeh1998_CS_only
173,00;116,00;0,00;0,00;192,00;0,00;946,80;856,80;28;;24,28;UCI_Yeh1998_CS_only
183,90;122,60;0,00;0,00;203,50;0,00;959,20;800,00;28;;24,05;UCI_Yeh1998_CS_only
133,00;200,00;0,00;0,00;192,00;0,00;927,40;839,20;90;;36,59;UCI_Yeh1998_CS_only
192,00;288,00;0,00;0,00;192,00;0,00;929,80;716,10;90;;50,73;UCI_Yeh1998_CS_only
133,00;200,00;0,00;0,00;192,00;0,00;927,40;839,20;7;;13,66;UCI_Yeh1998_CS_only
305,30;203,50;0,00;0,00;203,50;0,00;965,40;631,00;3;;14,14;UCI_Yeh1998_CS_only
236,00;157,00;0,00;0,00;192,00;0,00;972,60;749,10;90;;47,78;UCI_Yeh1998_CS_only
108,30;162,40;0,00;0,00;203,50;0,00;938,20;849,00;3;;2,33;UCI_Yeh1998_CS_only
157,00;236,00;0,00;0,00;192,00;0,00;935,40;781,20;7;;16,89;UCI_Yeh1998_CS_only
288,00;192,00;0,00;0,00;192,00;0,00;932,00;717,80;7;;23,52;UCI_Yeh1998_CS_only
212,00;141,30;0,00;0,00;203,50;0,00;973,40;750,00;3;;6,81;UCI_Yeh1998_CS_only
212,00;141,30;0,00;0,00;203,50;0,00;973,40;750,00;90;;39,7;UCI_Yeh1998_CS_only
153,00;102,00;0,00;0,00;192,00;0,00;888,00;943,10;28;;17,96;UCI_Yeh1998_CS_only
236,00;157,00;0,00;0,00;192,00;0,00;972,60;749,10;28;;32,88;UCI_Yeh1998_CS_only
116,00;173,00;0,00;0,00;192,00;0,00;909,80;891,90;28;;22,35;UCI_Yeh1998_CS_only
183,90;122,60;0,00;0,00;203,50;0,00;959,20;800,00;7;;10,79;UCI_Yeh1998_CS_only
108,30;162,40;0,00;0,00;203,50;0,00;938,20;849,00;7;;7,72;UCI_Yeh1998_CS_only
203,50;305,30;0,00;0,00;203,50;0,00;963,40;630,00;28;;41,68;UCI_Yeh1998_CS_only
203,50;305,30;0,00;0,00;203,50;0,00;963,40;630,00;3;;9,56;UCI_Yeh1998_CS_only
133,00;200,00;0,00;0,00;192,00;0,00;927,40;839,20;3;;6,88;UCI_Yeh1998_CS_only
288,00;192,00;0,00;0,00;192,00;0,00;932,00;717,80;90;;50,53;UCI_Yeh1998_CS_only
200,00;133,00;0,00;0,00;192,00;0,00;965,40;806,20;7;;17,17;UCI_Yeh1998_CS_only
200,00;133,00;0,00;0,00;192,00;0,00;965,40;806,20;28;;30,44;UCI_Yeh1998_CS_only
250,20;166,80;0,00;0,00;203,50;0,00;977,60;694,10;3;;9,73;UCI_Yeh1998_CS_only
122,60;183,90;0,00;0,00;203,50;0,00;958,20;800,10;3;;3,32;UCI_Yeh1998_CS_only
153,00;102,00;0,00;0,00;192,00;0,00;888,00;943,10;90;;26,32;UCI_Yeh1998_CS_only
200,00;133,00;0,00;0,00;192,00;0,00;965,40;806,20;90;;43,25;UCI_Yeh1998_CS_only
116,00;173,00;0,00;0,00;192,00;0,00;909,80;891,90;3;;6,28;UCI_Yeh1998_CS_only
173,00;116,00;0,00;0,00;192,00;0,00;946,80;856,80;90;;32,1;UCI_Yeh1998_CS_only
250,20;166,80;0,00;0,00;203,50;0,00;977,60;694,10;28;;36,96;UCI_Yeh1998_CS_only
305,30;203,50;0,00;0,00;203,50;0,00;965,40;631,00;90;;54,6;UCI_Yeh1998_CS_only
192,00;288,00;0,00;0,00;192,00;0,00;929,80;716,10;7;;21,48;UCI_Yeh1998_CS_only
157,00;236,00;0,00;0,00;192,00;0,00;935,40;781,20;3;;9,69;UCI_Yeh1998_CS_only
153,00;102,00;0,00;0,00;192,00;0,00;888,00;943,10;7;;8,37;UCI_Yeh1998_CS_only
141,30;212,00;0,00;0,00;203,50;0,00;971,80;748,50;90;;39,66;UCI_Yeh1998_CS_only
116,00;173,00;0,00;0,00;192,00;0,00;909,80;891,90;7;;10,09;UCI_Yeh1998_CS_only
141,30;212,00;0,00;0,00;203,50;0,00;971,80;748,50;3;;4,83;UCI_Yeh1998_CS_only
122,60;183,90;0,00;0,00;203,50;0,00;958,20;800,10;7;;10,35;UCI_Yeh1998_CS_only
166,80;250,20;0,00;0,00;203,50;0,00;975,60;692,60;90;;43,57;UCI_Yeh1998_CS_only
203,50;305,30;0,00;0,00;203,50;0,00;963,40;630,00;90;;51,86;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;1 012,00;830,00;3;;11,85;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;1 012,00;830,00;7;;17,24;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;1 012,00;830,00;28;;27,83;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;1 012,00;830,00;90;;35,76;UCI_Yeh1998_CS_only
310,00;0,00;0,00;0,00;192,00;0,00;1 012,00;830,00;120;;38,7;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;1 025,00;821,00;3;;14,31;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;1 025,00;821,00;7;;17,44;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;1 025,00;821,00;28;;31,74;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;1 025,00;821,00;90;;37,91;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;1 025,00;821,00;120;;39,38;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 056,00;809,00;3;;15,87;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 056,00;809,00;7;;9,01;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 056,00;809,00;28;;33,61;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 056,00;809,00;90;;40,66;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 056,00;809,00;120;;40,86;UCI_Yeh1998_CS_only
238,00;0,00;0,00;0,00;186,00;0,00;1 119,00;789,00;7;;12,05;UCI_Yeh1998_CS_only
238,00;0,00;0,00;0,00;186,00;0,00;1 119,00;789,00;28;;17,54;UCI_Yeh1998_CS_only
296,00;0,00;0,00;0,00;186,00;0,00;1 090,00;769,00;7;;18,91;UCI_Yeh1998_CS_only
296,00;0,00;0,00;0,00;186,00;0,00;1 090,00;769,00;28;;25,18;UCI_Yeh1998_CS_only
297,00;0,00;0,00;0,00;186,00;0,00;1 040,00;734,00;7;;30,96;UCI_Yeh1998_CS_only
480,00;0,00;0,00;0,00;192,00;0,00;936,00;721,00;28;;43,89;UCI_Yeh1998_CS_only
480,00;0,00;0,00;0,00;192,00;0,00;936,00;721,00;90;;54,28;UCI_Yeh1998_CS_only
397,00;0,00;0,00;0,00;186,00;0,00;1 040,00;734,00;28;;36,94;UCI_Yeh1998_CS_only
281,00;0,00;0,00;0,00;186,00;0,00;1 104,00;774,00;7;;14,5;UCI_Yeh1998_CS_only
281,00;0,00;0,00;0,00;185,00;0,00;1 104,00;774,00;28;;22,44;UCI_Yeh1998_CS_only
500,00;0,00;0,00;0,00;200,00;0,00;1 125,00;613,00;1;;12,64;UCI_Yeh1998_CS_only
500,00;0,00;0,00;0,00;200,00;0,00;1 125,00;613,00;3;;26,06;UCI_Yeh1998_CS_only
500,00;0,00;0,00;0,00;200,00;0,00;1 125,00;613,00;7;;33,21;UCI_Yeh1998_CS_only
500,00;0,00;0,00;0,00;200,00;0,00;1 125,00;613,00;14;;36,94;UCI_Yeh1998_CS_only
500,00;0,00;0,00;0,00;200,00;0,00;1 125,00;613,00;28;;44,09;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;7;;52,61;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;14;;59,76;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;28;;67,31;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;90;;69,66;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;180;;71,62;UCI_Yeh1998_CS_only
540,00;0,00;0,00;0,00;173,00;0,00;1 125,00;613,00;270;;74,17;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;7;;18,13;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;14;;22,53;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;28;;27,34;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;56;;29,98;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;90;;31,35;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;203,00;0,00;974,00;775,00;180;;32,72;UCI_Yeh1998_CS_only
385,00;0,00;0,00;0,00;186,00;0,00;966,00;763,00;1;;6,27;UCI_Yeh1998_CS_only
385,00;0,00;0,00;0,00;186,00;0,00;966,00;763,00;3;;14,7;UCI_Yeh1998_CS_only
385,00;0,00;0,00;0,00;186,00;0,00;966,00;763,00;7;;23,22;UCI_Yeh1998_CS_only
385,00;0,00;0,00;0,00;186,00;0,00;966,00;763,00;14;;27,92;UCI_Yeh1998_CS_only
385,00;0,00;0,00;0,00;186,00;0,00;966,00;763,00;28;;31,35;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;180;;39;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;360;;41,24;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 047,00;806,00;3;;14,99;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;3;;13,52;UCI_Yeh1998_CS_only
382,00;0,00;0,00;0,00;186,00;0,00;1 047,00;739,00;7;;24;UCI_Yeh1998_CS_only
382,00;0,00;0,00;0,00;186,00;0,00;1 047,00;739,00;28;;37,42;UCI_Yeh1998_CS_only
382,00;0,00;0,00;0,00;186,00;0,00;1 111,00;784,00;7;;11,47;UCI_Yeh1998_CS_only
281,00;0,00;0,00;0,00;186,00;0,00;1 104,00;774,00;28;;22,44;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;185,00;0,00;1 069,00;754,00;7;;21,16;UCI_Yeh1998_CS_only
339,00;0,00;0,00;0,00;185,00;0,00;1 069,00;754,00;28;;31,84;UCI_Yeh1998_CS_only
295,00;0,00;0,00;0,00;185,00;0,00;1 069,00;769,00;7;;14,8;UCI_Yeh1998_CS_only
295,00;0,00;0,00;0,00;185,00;0,00;1 069,00;769,00;28;;25,18;UCI_Yeh1998_CS_only
238,00;0,00;0,00;0,00;185,00;0,00;1 118,00;789,00;28;;17,54;UCI_Yeh1998_CS_only
296,00;0,00;0,00;0,00;192,00;0,00;1 085,00;765,00;7;;14,2;UCI_Yeh1998_CS_only
296,00;0,00;0,00;0,00;192,00;0,00;1 085,00;765,00;28;;21,65;UCI_Yeh1998_CS_only
296,00;0,00;0,00;0,00;192,00;0,00;1 085,00;765,00;90;;29,39;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;879,00;825,00;3;;13,52;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;7;;16,26;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;28;;31,45;UCI_Yeh1998_CS_only
331,00;0,00;0,00;0,00;192,00;0,00;978,00;825,00;90;;37,23;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 047,00;806,00;7;;18,13;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 047,00;806,00;28;;32,72;UCI_Yeh1998_CS_only
349,00;0,00;0,00;0,00;192,00;0,00;1 047,00;806,00;90;;39,49;UCI_Yeh1998_CS_only
